Description,Amount,Created Time,Original Date,Type
Pet Donation,"COP 10,000.00","June 12, 2022 2:09 PM","June 1, 2021",Discretionary
Dark Reader For Safari,"COP 22,900.00","June 12, 2022 2:42 PM","July 1, 2021",Discretionary
Mouth Treatment,"COP 200,000.00","June 12, 2022 3:20 PM","July 1, 2021",Discretionary
Nazly,"COP 30,000.00","June 12, 2022 3:20 PM","July 1, 2021",Discretionary
Snacks,"COP 20,000.00","June 12, 2022 3:23 PM","August 1, 2021",Discretionary
La Patrona Lunch,"COP 66,000.00","June 12, 2022 3:23 PM","August 1, 2021",Discretionary
Lourdes Mom’s Birthday Cake,"COP 50,000.00","June 12, 2022 3:23 PM","August 1, 2021",Sinking
Breakfast,"COP 17,000.00","June 12, 2022 3:27 PM","August 1, 2021",Discretionary
Nequi,"COP 15,000.00","June 12, 2022 3:28 PM","August 1, 2021",Discretionary
Notability,"COP 40,000.00","June 12, 2022 3:36 PM","September 1, 2021",Discretionary
Lunch,"COP 54,000.00","June 12, 2022 3:36 PM","September 1, 2021",Discretionary
Boxers,"COP 81,000.00","June 12, 2022 3:36 PM","September 1, 2021",Discretionary
Ice Creams,"COP 18,000.00","June 12, 2022 3:38 PM","September 1, 2021",Discretionary
Brisket,"COP 40,000.00","June 12, 2022 3:38 PM","September 1, 2021",Discretionary
Serfinanza CDT,"COP 10,000,000.00","June 12, 2022 3:55 PM","October 1, 2021",Discretionary
Pet Donation,"COP 10,000.00","June 12, 2022 3:55 PM","October 1, 2021",Discretionary
Mr. Bono,"COP 24,000.00","June 12, 2022 4:08 PM","October 1, 2021",Discretionary
Delivery,"COP 40,000.00","June 12, 2022 4:09 PM","October 1, 2021",Discretionary
Nazly,"COP 90,000.00","June 12, 2022 4:09 PM","October 1, 2021",Discretionary
Cash,"COP 12,000.00","June 12, 2022 4:09 PM","October 1, 2021",Discretionary
Mr. Bono,"COP 21,000.00","June 12, 2022 4:10 PM","October 1, 2021",Discretionary
Pastel De Oro,"COP 30,000.00","June 12, 2022 4:10 PM","October 1, 2021",Discretionary
Dollarcity Candies,"COP 4,000.00","July 2, 2022 2:25 PM","June 1, 2022",Discretionary
Pretzels,"COP 14,000.00","July 2, 2022 2:27 PM","June 1, 2022",Discretionary
Lourdes Operation,"COP 4,000,000.00","July 2, 2022 2:27 PM","June 1, 2022",Discretionary
Peines + Portavaso,"COP 13,000.00","July 31, 2022 4:46 PM","July 1, 2022",Discretionary
Pantalonetas,"COP 160,000.00","July 31, 2022 4:49 PM","July 1, 2022",Discretionary
Dollar City,"COP 25,000.00","July 31, 2022 4:50 PM","July 1, 2022",Discretionary
Control De Miniso,"COP 17,400.00","July 31, 2022 4:58 PM","July 1, 2022",Discretionary
Popsy + Cookie Jar,"COP 24,000.00","July 31, 2022 5:02 PM","July 1, 2022",Discretionary
Pastillero,"COP 19,900.00","July 31, 2022 5:03 PM","July 1, 2022",Discretionary
Taxi,"COP 15,000.00","July 31, 2022 5:04 PM","July 1, 2022",Discretionary
Dani’s Advance,"COP 250,000.00","July 31, 2022 5:10 PM","July 1, 2022",Discretionary
Melatonina,"COP 50,000.00","August 23, 2022 2:36 AM",,Discretionary
Valentina Deuda,"COP 350,000.00","August 23, 2022 2:38 AM",,Discretionary
El Cervecero,"COP 200,000.00","August 27, 2022 1:25 PM",,Discretionary
Cinecolombia,"COP 43,000.00","August 27, 2022 1:26 PM",,Discretionary
Vacuna Triple Felina,"COP 22,500.00","August 30, 2022 2:30 AM",,Discretionary
Test De Sida Y Leucemia Felina,"COP 35,000.00","August 30, 2022 2:30 AM",,Discretionary
DollarCity - Galleta,"COP 38,000.00","September 9, 2022 1:18 PM",,Discretionary
Banda Ejercicio Roja,"COP 85,000.00","September 10, 2022 8:37 PM",,Discretionary
Pretzels,"COP 22,500.00","September 10, 2022 9:38 PM",,Discretionary
Máscaras KN95 Y Cepillo Capilar,"COP 54,800.00","September 10, 2022 10:44 PM",,Discretionary
Moñas,"COP 6,000.00","September 10, 2022 11:39 PM",,Discretionary
Matriarca Amor y Amistad,"COP 211,000.00","September 11, 2022 5:38 AM",,Sinking
Banco De Occidente,"COP 80,000.00","September 27, 2022 1:53 AM",,Discretionary
Uber (🐻),"COP 8,000.00","October 2, 2022 4:57 PM",,Discretionary
Crema de Baileys,"COP 50,000.00","October 2, 2022 9:08 PM",,Discretionary
Case iPhone Negro,"COP 14,000.00","October 9, 2022 5:18 PM",,Discretionary
Boletas Halloween,"COP 19,000.00","October 16, 2022 4:16 AM",,Discretionary
Boleta De Lourdes Halloween,"COP 19,000.00","October 16, 2022 4:18 AM",,Discretionary
Kit De Galleta,"COP 15,000.00","October 16, 2022 4:19 AM",,Discretionary
Claro,"COP 100,000.00","October 18, 2022 1:19 AM",,Utilities
Galletas,"COP 5,800.00","October 22, 2022 10:16 PM",,Discretionary
Nevado,"COP 12,500.00","October 22, 2022 10:16 PM",,Discretionary
Comida De Kika,"COP 137,500.00","October 23, 2022 4:46 PM",,Discretionary
Nazly,"COP 70,000.00","October 23, 2022 11:06 PM",,Discretionary
Bicycle,"COP 400,000.00","October 26, 2022 2:15 PM",,Discretionary
Starbucks,"COP 16,900.00","October 29, 2022 11:52 PM",,Discretionary
Coppcabana,"COP 25,000.00","October 30, 2022 3:22 PM",,Discretionary
Skin care kit,"COP 68,000.00","October 30, 2022 6:15 PM",,Utilities
Skala And Sampoo,"COP 80,000.00","October 30, 2022 8:58 PM",,Utilities
Collar,"COP 4,000.00","November 5, 2022 11:52 PM",,Discretionary
Ubers,"COP 30,000.00","November 6, 2022 10:14 PM",,Discretionary
Uber a FitBar,"COP 8,600.00","November 12, 2022 10:53 PM",,Discretionary
Porthos,"COP 72,900.00","November 13, 2022 3:59 AM",,Discretionary
Claro,"COP 100,000.00","November 19, 2022 1:50 PM",,Utilities
Uber,"COP 8,000.00","November 19, 2022 9:09 PM",,Discretionary
Toallas x3,"COP 21,900.00","November 19, 2022 11:42 PM",,Discretionary
Freidora,"COP 285,000.00","November 25, 2022 9:45 PM",,Short-term
Hydrogel,"COP 40,000.00","November 26, 2022 9:55 PM",,Discretionary
Tooth Brush,"COP 127,000.00","December 1, 2022 2:42 AM",,Utilities
Listerine,"COP 28,000.00","December 1, 2022 2:42 AM",,Utilities
Gel,"COP 50,000.00","December 1, 2022 2:46 AM",,Utilities
Colchón,"COP 605,000.00","December 1, 2022 3:02 AM",,Utilities
Lourdes’ Crash,"COP 1,100,000.00","December 2, 2022 10:46 PM",,Discretionary
Uber a Mall Plaza,"COP 7,400.00","December 3, 2022 8:58 PM",,Discretionary
Metro,"COP 21,000.00","December 3, 2022 11:07 PM",,Discretionary
Galletas,"COP 30,000.00","December 4, 2022 12:23 AM",,Discretionary
Cerradura,"COP 270,900.00","December 11, 2022 12:01 AM",,Short-term
Pintura Gris,"COP 30,900.00","December 11, 2022 12:02 AM",,Short-term
Tijera De Cocina,"COP 8,000.00","December 15, 2022 2:30 AM",,Short-term
Copas De Agua x2,"COP 16,000.00","December 15, 2022 2:30 AM",,Short-term
Cuchillo Pequeño,"COP 12,000.00","December 15, 2022 2:35 AM",,Short-term
Antideslizante Para Alfombra De La Cocina,"COP 12,000.00","December 15, 2022 2:43 AM",,Short-term
Organizador Transparente (Nevera) Para Los Huevos,"COP 12,000.00","December 15, 2022 2:44 AM",,Short-term
Organizador Transparente (Nevera) Para Los Yogurts,"COP 12,000.00","December 15, 2022 2:44 AM",,Short-term
Repuesto Trapero,"COP 6,000.00","December 15, 2022 2:52 AM",,Short-term
Esponja Limpiadora Para Aluminio (Mascón),"COP 5,000.00","December 15, 2022 2:53 AM",,Short-term
Papel Aluminio,"COP 5,000.00","December 15, 2022 3:00 AM",,Short-term
Servilletas,"COP 3,490.00","December 15, 2022 3:14 AM",,Short-term
Respuesto De Escoba,"COP 2,590.00","December 15, 2022 3:15 AM",,Short-term
Bolsa Papelera,"COP 4,380.00","December 15, 2022 3:15 AM",,Short-term
Paño Absorbente,"COP 1,150.00","December 15, 2022 3:16 AM",,Short-term
Guantes,"COP 2,990.00","December 15, 2022 3:16 AM",,Short-term
Espiral Abrasiva,"COP 1,980.00","December 15, 2022 3:17 AM",,Utilities
Toallitas Húmedas,"COP 4,590.00","December 15, 2022 3:21 AM",,Utilities
Limpiador Manza,"COP 2,390.00","December 15, 2022 3:22 AM",,Utilities
Baygon Liquido,"COP 12,000.00","December 15, 2022 3:31 AM",,Utilities
Nazly,"COP 40,000.00","December 15, 2022 1:50 PM",,Discretionary
Uber Cena De Valentina,"COP 11,000.00","December 15, 2022 10:37 PM",,Discretionary
Trapero,"COP 37,900.00","December 16, 2022 8:22 PM",,Short-term
Panel LED 1080,"COP 28,900.00","December 16, 2022 8:24 PM",,Short-term
Tapón Roscado,COP 600.00,"December 16, 2022 8:24 PM",,Short-term
Regalo De Navidad De Pa,"COP 128,800.00","December 16, 2022 8:28 PM",,Sinking
Comida,"COP 3,000.00","December 17, 2022 11:31 PM",,Discretionary
Pañitos Galleta,"COP 12,000.00","December 17, 2022 11:34 PM",,Discretionary
Tapete Grande Antideslizante,"COP 14,000.00","December 17, 2022 11:34 PM",,Discretionary
Uber De Lourdes,"COP 15,000.00","December 23, 2022 3:20 PM",,Discretionary
Soporte lateral,"COP 6,500.00","December 24, 2022 8:21 PM",,Short-term
Insecticida,"COP 20,000.00","December 27, 2022 12:20 AM",,Short-term
Ponchera,"COP 23,900.00","December 27, 2022 12:21 AM",,Short-term
Tabla de picar,"COP 39,900.00","December 27, 2022 12:21 AM",,Short-term
Uber a Casa De Lourdes,"COP 12,160.00","December 31, 2022 3:15 PM",,Discretionary
Paño Escurridor,"COP 26,900.00","January 7, 2023 10:05 PM",,Short-term
Mr. Bono,"COP 10,600.00","January 8, 2023 9:45 PM",,Discretionary
Organizador Utensilios,"COP 109,900.00","January 9, 2023 3:42 AM",,Short-term
Exprimidor De Limones,"COP 29,900.00","January 9, 2023 3:43 AM",,Short-term
esmalte,"COP 4,000.00","January 9, 2023 3:45 AM",,Discretionary
Desodorante,"COP 10,990.00","January 9, 2023 6:40 PM",,Utilities
Crema Dental x2,"COP 15,980.00","January 9, 2023 6:41 PM",,Utilities
Algodón,"COP 1,250.00","January 9, 2023 6:42 PM",,Utilities
Cafe Molido,"COP 14,990.00","January 9, 2023 7:33 PM",,Utilities
Talco Mexana,"COP 15,670.00","January 9, 2023 7:33 PM",,Utilities
Toallas,"COP 50,000.00","January 9, 2023 7:42 PM",,Utilities
Comida De Kika,"COP 140,000.00","January 10, 2023 10:59 PM",,Utilities
Madera Closet,"COP 709,300.00","January 14, 2023 1:52 PM",,Short-term
Uber De Lourdes,"COP 9,500.00","January 14, 2023 2:38 PM",,Discretionary
Uber a Jamar,"COP 13,000.00","January 14, 2023 9:08 PM",,Discretionary
Helado,"COP 13,600.00","January 14, 2023 10:44 PM",,Utilities
Alkaseltzer,"COP 13,300.00","January 14, 2023 11:33 PM",,Utilities
Mezclador,"COP 21,300.00","January 15, 2023 12:21 AM",,Short-term
Espumadera,"COP 21,300.00","January 15, 2023 12:21 AM",,Short-term
Cuchara Espag.,"COP 21,300.00","January 15, 2023 12:22 AM",,Short-term
Smiroffs,"COP 29,000.00","January 15, 2023 12:34 AM",,Utilities
Leche x5,"COP 21,900.00","January 15, 2023 5:24 PM",,Utilities
Jamón Serrano x2,"COP 12,980.00","January 15, 2023 5:24 PM",,Utilities
Salsa Bolognesa,"COP 6,990.00","January 15, 2023 5:26 PM",,Utilities
Helado Vainilla,"COP 12,590.00","January 15, 2023 5:27 PM",,Utilities
Jugo dr naranja,"COP 4,490.00","January 15, 2023 5:30 PM",,Utilities
Frijol Refrito,"COP 9,380.00","January 15, 2023 5:31 PM",,Utilities
Chile con Carne,"COP 8,900.00","January 15, 2023 5:31 PM",,Utilities
Yogurt Griego M x2,"COP 3,590.00","January 15, 2023 5:32 PM",,Utilities
Crema de pollo,"COP 1,490.00","January 15, 2023 5:35 PM",,Utilities
Suero Costeño,"COP 3,190.00","January 15, 2023 5:35 PM",,Utilities
Yuquitas x2,"COP 7,580.00","January 15, 2023 5:36 PM",,Utilities
Cabano Grande,"COP 6,580.00","January 15, 2023 5:36 PM",,Utilities
Toallas de Cocina,"COP 5,890.00","January 15, 2023 5:37 PM",,Utilities
Meza Divertid,"COP 4,650.00","January 15, 2023 5:39 PM",,Utilities
Ambientador Lav,"COP 5,990.00","January 15, 2023 5:41 PM",,Utilities
Guantes Para Horno,"COP 32,000.00","January 15, 2023 10:52 PM",,Short-term
Galletas Saltín,"COP 5,200.00","January 21, 2023 12:12 PM",,Discretionary
Archies,"COP 90,000.00","January 22, 2023 1:42 AM",,Discretionary
Noraver,"COP 42,100.00","January 22, 2023 11:57 PM",,Utilities
Organizador pequeño rectangular,"COP 10,000.00","January 23, 2023 12:00 AM",,Short-term
Juguete,"COP 6,000.00","January 23, 2023 12:01 AM",,Discretionary
Milanesas de Pollo,"COP 8,990.00","January 23, 2023 12:05 AM",,Utilities
Bolsito Organizador (El de Pater),"COP 24,900.00","January 23, 2023 12:06 AM",,Discretionary
Toallas de Papel,"COP 6,900.00","January 29, 2023 2:19 AM",,Utilities
Conector Manguera,"COP 29,900.00","January 29, 2023 2:19 AM",,Short-term
Organizador Nevera,"COP 109,000.00","January 29, 2023 2:20 AM",,Short-term
Toalla de cocina,"COP 7,000.00","January 29, 2023 2:22 AM",,Short-term
Ariane Games,"COP 50,000.00","January 29, 2023 4:06 PM",,Discretionary
Administración,"COP 60,000.00","January 31, 2023 2:11 AM",,Utilities
Antideslizante x4,"COP 24,000.00","January 31, 2023 2:13 AM",,Utilities
Cafe Sello Rojo Descafeinado,"COP 13,600.00","February 5, 2023 4:16 PM",,Utilities
Pan Ocareño Perro,"COP 4,600.00","February 5, 2023 4:17 PM",,Utilities
Maruchan Carne,"COP 2,750.00","February 5, 2023 4:19 PM",,Utilities
Crema de Pollo,"COP 1,670.00","February 5, 2023 4:21 PM",,Utilities
Kahlúa,"COP 190,000.00","February 10, 2023 11:17 PM",,Utilities
Withdrawal,"COP 200,000.00","February 12, 2023 8:21 PM",,Utilities
Lima,"COP 4,000.00","February 13, 2023 1:39 PM",,Utilities
Tapetes Antideslizantes x4,"COP 56,000.00","February 13, 2023 1:39 PM",,Short-term
Contenedor Nevera,"COP 12,000.00","February 13, 2023 1:40 PM",,Utilities
Desodorante,"COP 24,000.00","February 13, 2023 1:41 PM",,Utilities
Espuma Facial,"COP 40,600.00","February 13, 2023 1:42 PM",,Utilities
Jabón Íntimo,"COP 15,500.00","February 13, 2023 1:44 PM",,Utilities
Reparil,"COP 47,200.00","February 13, 2023 1:44 PM",,Utilities
Seguro de Nana,"COP 1,915,000.00","February 18, 2023 5:25 PM",,Sinking
Pinchos mazorca,"COP 20,900.00","February 25, 2023 9:43 PM",,Discretionary
Repuesto Cepillo,"COP 40,000.00","February 25, 2023 9:44 PM",,Discretionary
Wet Sunday,"COP 22,000.00","February 26, 2023 1:02 AM",,Discretionary
Audifonos,"COP 80,000.00","March 4, 2023 10:52 PM",,Discretionary
Jamón de Pavo,"COP 9,190.00","April 26, 2023 2:00 AM",,Utilities
Jamón Serrano,"COP 7,450.00","April 26, 2023 2:00 AM",,Utilities
Cabano Grande,"COP 10,650.00","April 26, 2023 2:02 AM",,Utilities
Yogurt Griego,"COP 14,360.00","April 26, 2023 2:02 AM",,Utilities
Juguete,"COP 20,000.00","April 26, 2023 2:10 AM",,Discretionary
Compra Ysimo,"COP 20,000.00","April 26, 2023 2:10 AM",,Utilities
Items de Aseo,"COP 20,000.00","April 26, 2023 2:10 AM",,Utilities
Regalo De Diego,"COP 50,000.00","April 26, 2023 2:10 AM",,Sinking
Platos Y Papelera,"COP 142,000.00","April 26, 2023 2:10 AM",,Discretionary
Mercado,"COP 150,000.00","April 26, 2023 2:10 AM",,Utilities
Mercado D1 VillaSantos,"COP 243,000.00","April 26, 2023 2:10 AM",,Utilities
Uber,"COP 6,720.00","April 26, 2023 2:10 AM",,Discretionary
"Dollar City: Achiras, Lapiceros, Chocolate, Ambientador, Crema De Cuerpo","COP 47,000.00","April 26, 2023 2:19 AM",,Discretionary
Vikingos,"COP 142,000.00","April 26, 2023 2:20 AM",,Discretionary
Bolsas de Dollar City,"COP 15,000.00","June 17, 2023 10:42 PM",,Discretionary
"Reparil, Enjuague y  Acetaminofén","COP 121,000.00","June 17, 2023 10:55 PM",,Utilities
Pizza Nena Lela,"COP 69,000.00","June 18, 2023 1:08 AM",,Discretionary
Almuerzo,"COP 260,000.00","June 18, 2023 10:15 PM",,Discretionary
Viaje A Armenia,"COP 3,000,000.00","June 21, 2023 12:17 PM",,Short-term
Ara,"COP 23,000.00","June 21, 2023 12:19 PM",,Discretionary
Repuesto Aspiradora,"COP 110,000.00","June 21, 2023 12:21 PM",,Utilities
Hair Mask,"COP 70,000.00","June 21, 2023 12:21 PM",,Discretionary
Cafe Viva,"COP 22,900.00","June 21, 2023 12:22 PM",,Discretionary
Farmatodo,"COP 68,100.00","June 21, 2023 12:22 PM",,Utilities
Pasta Dental,"COP 20,000.00","June 24, 2023 3:36 AM",,Discretionary
D1,"COP 250,000.00","June 25, 2023 12:54 AM",,Utilities
Camiseta negra,"COP 15,000.00","July 1, 2023 9:24 PM",,Discretionary
FarmaTodo,"COP 113,000.00","July 2, 2023 12:45 AM",,Utilities
Mercado D1/Ara/Olimpica,"COP 170,000.00","July 15, 2023 12:14 AM",,Utilities
Selva Mía,"COP 30,000.00","July 15, 2023 8:39 PM",,Discretionary
Asepxia,"COP 20,000.00","July 15, 2023 8:54 PM",,Utilities
Buffalo Grill,"COP 126,000.00","July 16, 2023 2:13 AM",,Discretionary
Chicken Bake,"COP 25,800.00","July 16, 2023 9:24 PM",,Discretionary
Uber,"COP 7,100.00","July 23, 2023 7:08 PM",,Discretionary
FarmaTodo,"COP 62,000.00","July 30, 2023 12:29 AM",,Utilities
Porthos,"COP 112,000.00","July 30, 2023 2:31 AM",,Discretionary
Canasta,"COP 90,000.00","August 5, 2023 9:24 PM",,Discretionary
"Repuestos dentales, Chocolate y Dolex","COP 156,000.00","August 5, 2023 9:45 PM",,Discretionary
Dollar city,"COP 18,000.00","August 5, 2023 10:04 PM",,Utilities
"Gel, Mascarillas","COP 147,000.00","August 6, 2023 4:23 PM",,Utilities
Galleta Guacal,"COP 45,000.00","August 12, 2023 10:59 PM",,Discretionary
Creatina,"COP 180,000.00","August 12, 2023 11:15 PM",,Discretionary
Fit Choices,"COP 78,000.00","August 13, 2023 2:01 AM",,Discretionary
Uber,"COP 9,000.00","August 24, 2023 12:45 PM",,Discretionary
Gramera,"COP 69,000.00","August 26, 2023 9:50 PM",,Utilities
Porthos,"COP 123,000.00","August 27, 2023 2:31 AM",,Discretionary
Lourdes' Mom Birthday,"COP 100,000.00","September 1, 2023 2:49 AM",,Sinking
Gorro cocina,"COP 21,000.00","September 9, 2023 10:16 PM",,Discretionary
Buffalo Grill,"COP 103,000.00","September 10, 2023 1:00 AM",,Discretionary
D1,"COP 130,000.00","September 10, 2023 8:50 PM",,Utilities
Pricesmart,"COP 95,000.00","September 10, 2023 11:45 PM",,Utilities
Dolex,"COP 60,000.00","September 24, 2023 8:40 PM",,Discretionary
D1,"COP 271,000.00","September 24, 2023 9:08 PM",,Utilities
Nana's Lights + Cedula Digital,"COP 163,000.00","September 26, 2023 12:29 AM",,Discretionary
Buffalo Grill,"COP 80,000.00","October 8, 2023 3:07 AM",,Discretionary
Starbucks,"COP 27,000.00","October 14, 2023 9:04 PM",,Discretionary
Farmatodo,"COP 92,150.00","October 14, 2023 11:21 PM",,Utilities
Dollar City,"COP 16,000.00","October 14, 2023 11:41 PM",,Utilities
Daniela,"COP 100,000.00","October 18, 2023 2:33 PM",,Discretionary
Helados,"COP 38,000.00","October 21, 2023 9:14 PM",,Discretionary
Pizza,"COP 77,000.00","October 29, 2023 1:50 AM",,Discretionary
D1,"COP 254,000.00","October 29, 2023 8:05 PM",,Utilities
Galleta,"COP 147,000.00","November 2, 2023 12:27 AM",,Discretionary
Uber,"COP 10,320.00","November 25, 2023 5:08 PM",,Discretionary
Pizzerna,"COP 107,000.00","November 25, 2023 5:08 PM",,Discretionary
Benito Juarez,"COP 84,567.00","November 25, 2023 5:12 PM",,Discretionary
Tobilleras,"COP 115,000.00","November 25, 2023 8:21 PM",,Discretionary
Starbucks,"COP 33,400.00","November 25, 2023 8:42 PM",,Discretionary
Creatina,"COP 155,000.00","December 2, 2023 1:24 PM",,Discretionary
Lourdes’ Gift,"COP 500,000.00","December 2, 2023 1:25 PM",,Sinking
Gift Cards For Lourdes' Family,"COP 300,000.00","December 2, 2023 9:41 PM",,Sinking
Uber,"COP 10,120.00","December 9, 2023 1:46 PM",,Discretionary
Uber,"COP 10,130.00","December 9, 2023 1:46 PM",,Discretionary
Cleaning Service,"COP 60,000.00","December 12, 2023 9:00 PM",,Utilities
Cellphone Plan,"COP 82,000.00","December 16, 2023 5:15 AM",,Utilities
Uber,"COP 7,700.00","December 16, 2023 9:25 PM",,Discretionary
Lunch with Lourdes (Barrio Abajo),"COP 40,000.00","December 16, 2023 9:26 PM",,Discretionary
Dinner with Lourdes (Qbano),"COP 60,000.00","December 16, 2023 9:26 PM",,Discretionary
Sweatpants,"COP 93,000.00","December 16, 2023 9:27 PM",,Discretionary
Dinner@Nena Lela(Valetina’s Birthday),"COP 80,000.00","December 17, 2023 12:26 AM",,Sinking
Pedicure,"COP 130,000.00","December 17, 2023 10:02 PM",,Utilities
Groceries@Pricemart,"COP 47,800.00","December 23, 2023 3:19 PM",,Utilities
Uber,"COP 7,900.00","December 23, 2023 8:17 PM",,Discretionary
Special Knives,"COP 33,000.00","December 23, 2023 8:48 PM",,Discretionary
Uber,"COP 8,700.00","December 23, 2023 11:18 PM",,Discretionary
Rent,"COP 1,000,000.00","December 24, 2023 5:26 AM",,Utilities
Apple One,"COP 83,900.00","December 24, 2023 5:31 AM",,Utilities
Galleta's Quota,"COP 85,400.00","December 24, 2023 6:54 AM",,Discretionary
Melatonin,"COP 60,000.00","December 27, 2023 1:29 AM",,Discretionary
Steam Games,"COP 200,000.00","December 31, 2023 12:55 AM",,Discretionary
Dinner@Pizzerna (From 2 Days Ago),"COP 60,000.00","December 31, 2023 4:44 PM",,Discretionary
Lunch With Lourdes@BarrioAbajo,"COP 50,000.00","January 6, 2024 4:27 PM",,Discretionary
Meal@Shawarmas,"COP 50,000.00","January 6, 2024 4:28 PM",,Discretionary
Meds@Farmatodo,"COP 24,000.00","January 7, 2024 12:38 AM",,Utilities
Cleaning Service,"COP 60,000.00","January 9, 2024 9:00 PM",,Utilities
Cellphone Plan,"COP 82,000.00","January 16, 2024 5:34 AM",,Utilities
Groceries@D1,"COP 300,000.00","January 19, 2024 6:38 PM",,Utilities
Gas Service,"COP 30,000.00","January 20, 2024 5:42 AM",,Utilities
Dinner@Crepes And Waffles,"COP 100,000.00","January 23, 2024 2:21 AM",,Discretionary
Cleaning Service,"COP 60,000.00","January 23, 2024 9:01 PM",,Utilities
Galleta's Quota,"COP 85,400.00","January 24, 2024 7:31 AM",,Discretionary
Rent,"COP 1,000,000.00","January 24, 2024 7:32 AM",,Utilities
Dinner@Porthos,"COP 100,000.00","January 28, 2024 12:12 AM",,Discretionary
Supplies@Exito,"COP 40,000.00","January 28, 2024 12:48 AM",,Utilities
Cleaning Service,"COP 60,000.00","January 30, 2024 9:00 PM",,Utilities
Vanessa’s Gift,"COP 100,000.00","February 3, 2024 8:01 PM",,Sinking
Cleaning Service,"COP 60,000.00","February 6, 2024 9:03 PM",,Utilities
YouTube Premium,"COP 26,900.00","February 7, 2024 7:53 AM",,Utilities
1Password Subscription,"COP 227,000.00","February 16, 2024 5:22 AM",,Sinking
Cellphone Plan,"COP 82,000.00","February 16, 2024 6:35 AM",,Utilities
Electricity Service,"COP 700,000.00","February 17, 2024 7:13 AM",,Utilities
ATM Withdrawal,"COP 200,000.00","February 18, 2024 8:57 PM",,Utilities
Cleaning Service,"COP 60,000.00","February 20, 2024 9:01 PM",,Utilities
Uber,"COP 7,000.00","February 24, 2024 10:30 PM",,Discretionary
Dinner Invitation@BurgerKing,"COP 70,000.00","February 24, 2024 11:31 PM",,Discretionary
Dinner@Henrys,"COP 160,000.00","February 25, 2024 2:54 AM",,Discretionary
Vehicular Tax Of The Atlantic Government,"COP 1,500,000.00","February 25, 2024 8:22 PM",,Sinking
Cleaning Service,"COP 60,000.00","February 27, 2024 9:01 PM",,Utilities
Groceries@Farmatodo,"COP 144,950.00","March 3, 2024 9:01 PM",,Utilities
Groceries@Pricesmart,"COP 86,000.00","March 3, 2024 9:02 PM",,Utilities
Fire Extinguisher@HomeCenter,"COP 50,000.00","March 3, 2024 9:03 PM",,Discretionary
Groceries@D1,"COP 15,000.00","March 3, 2024 9:04 PM",,Utilities
New Fan,"COP 180,000.00","March 9, 2024 2:32 PM",,Discretionary
Supplies@HomeCenter,"COP 40,000.00","March 9, 2024 2:33 PM",,Utilities
Credit Card Quota Debt,"COP 145,000.00","March 9, 2024 2:37 PM",,Utilities
Supplies@Farmatodo,"COP 70,000.00","March 10, 2024 3:40 PM",,Utilities
Groceries@Makro,"COP 77,000.00","March 10, 2024 8:57 PM",,Utilities
Virtual Inversion (Car Insurance),"COP 2,000,000.00","March 11, 2024 1:21 AM",,Sinking
Virtual Inversion,"COP 800,000.00","March 11, 2024 1:28 AM",,Sinking
Cleaning Service,"COP 60,000.00","March 12, 2024 9:00 PM",,Utilities
Cellphone Plan,"COP 82,000.00","March 16, 2024 6:05 AM",,Utilities
USB-A to USB-C Cable,"COP 14,000.00","March 17, 2024 8:52 PM",,Discretionary
Restaurant Booking,"COP 400,000.00","March 23, 2024 2:21 AM",,Discretionary
Rent,"COP 1,000,000.00","March 24, 2024 5:25 AM",,Utilities
Apple One,"COP 83,900.00","March 24, 2024 6:07 AM",,Utilities
Galleta's Quota,"COP 100,000.00","March 24, 2024 7:08 AM",,Discretionary
Pizzatel,"COP 60,000.00","March 25, 2024 11:59 PM",,Discretionary
Blouse,"COP 100,000.00","March 30, 2024 9:00 PM",,Discretionary
Lourdes Pedicure,"COP 70,000.00","April 6, 2024 6:10 PM",,Discretionary
YouTube Premium,"COP 26,900.00","April 7, 2024 7:19 AM",,Utilities
Administration Service,"COP 350,000.00","April 9, 2024 7:58 AM",,Utilities
Cleaning Service,"COP 60,000.00","April 9, 2024 9:02 PM",,Utilities
Groceries@D1,"COP 578,000.00","April 15, 2024 2:07 AM",,Utilities
Cellphone Plan,"COP 82,000.00","April 16, 2024 7:32 AM",,Utilities
Cleaning Service,"COP 60,000.00","April 16, 2024 9:02 PM",,Utilities
Credit Card Quota,"COP 48,490.00","April 18, 2024 7:45 AM",,Utilities
Air Fryer Protector,"COP 40,000.00","April 20, 2024 8:41 PM",,Discretionary
Supplies@Farmatodo,"COP 270,000.00","April 21, 2024 1:38 AM",,Utilities
Supplies@D1,"COP 70,000.00","April 22, 2024 2:00 AM",,Utilities
Madrid Hotel,"COP 2,000,000.00","April 22, 2024 2:06 AM",,Short-term
Door Mat,"COP 80,000.00","April 22, 2024 2:06 AM",,Discretionary
Rent,"COP 1,000,000.00","April 24, 2024 5:00 AM",,Utilities
Galleta's Quota,"COP 100,000.00","April 24, 2024 5:00 AM",,Discretionary
Lourdes’ English Professor,"COP 670,000.00","April 24, 2024 5:00 AM",,Discretionary
Supplies@Sao,"COP 56,000.00","April 26, 2024 6:07 PM",,Utilities
Dinner@MrChuzz,"COP 30,000.00","April 28, 2024 1:21 AM",,Discretionary
Lunch with Lourdes,"COP 30,000.00","April 28, 2024 3:20 AM",,Sinking
Supplies@D1,"COP 103,000.00","April 29, 2024 3:39 PM",,Utilities
